county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Osage,KS,,,22,15248,1.5,8.8000001907,8.8000001907,1900,9.3000001907,28960,12.6000003815,31,34.5,34.0999984741,98.6030960083,0.2229800671,48.6686782837
Osborne,KS,,,5,4867,-20.1000003815,12.6000003815,14.3999996185,204,11,23500,13.6000003815,29.8999996185,38.5,31.3999996185,99.3425140381,0.082186155,53.5648231506
Ottawa,KS,,,8,5634,-7.5999999046,9.6000003815,11.1000003815,899,14,26410,10.8999996185,27.1000003815,45.5,27,99.3787689209,0.0709975138,50.0532493591
Pawnee,KS,,,10,7555,-5.5999999046,10.3999996185,8.8000001907,2366,16.7000007629,28759,8.8000001907,31.2000007629,37.9000015259,30.6000003815,93.6995391846,3.1634678841,47.4520187378
Phillips,KS,,,7,6590,-13.6999998093,11.3999996185,11.6999998093,413,10.8999996185,26541,12.8999996185,24.8999996185,46.5999984741,28.2000007629,98.9984817505,0.2427921146,51.4112281799
Pottawatomie,KS,,,20,16128,13.8000001907,7.3000001907,7.3000001907,2203,15.6000003815,29932,9.1000003815,26.2000007629,38.7000007629,34.4000015259,97.960067749,0.5766369104,49.702381134
Pratt,KS,,,13,9702,-6.5999999046,9.6999998093,9.5,3726,19.5,30481,5.6999998093,30.6000003815,37.2000007629,31.8999996185,96.4543380737,1.1956297159,49.3300361633
Rawlins,KS,,,3,3404,-19.7000007629,10.6999998093,10.6000003815,1167,14.3999996185,25818,27.1000003815,20.2999992371,52.9000015259,26.7000007629,99.3536987305,0.0881316066,56.8448867798
Reno,KS,,,50,62389,-4.4000000954,8.6000003815,7.6999998093,6029,14.8999996185,29549,3.5999999046,32.5999984741,40.0999984741,26.8999996185,93.9460449219,2.744073391,45.4871864319
Republic,KS,,,9,6482,-19,13.1000003815,14.6999998093,490,10.3000001907,25637,23.1000003815,24.7000007629,46.4000015259,28.5,99.5371780396,0.046282012,58.7164459229
Rice,KS,,,14,10610,-13.6000003815,9.6999998093,10.3999996185,2223,18.7000007629,27406,5.3000001907,29.5,40.9000015259,29.2999992371,96.3430709839,1.1027332544,49.6795463562
Riley,KS,,,110,67139,5.5999999046,3.5,2.7999999523,3856,34.2999992371,28511,1.5,36.4000015259,38.5,24.7000007629,83.2094573975,10.1386671066,32.4654808044
Rooks,KS,,,7,6039,-14.8999996185,10.6999998093,11,1299,11,24601,10.6000003815,25,40.4000015259,34.4000015259,98.9236602783,0.5795661807,51.1674118042
Rush,KS,,,5,3842,-16.7000007629,12.8999996185,12.3000001907,569,11.5,25489,12.3999996185,32.5,35.7000007629,31.3999996185,99.2712097168,0,55.1275367737
Russell,KS,,,9,7835,-14.3999996185,12.1000003815,11.6000003815,2586,14.1000003815,26508,5.5,29.2999992371,35.7000007629,34.7000007629,98.7109146118,0.5488194227,51.2444152832
Saline,KS,,,70,49301,3.2000000477,7.8000001907,6.3000001907,6992,17.7000007629,31030,1.3999999762,33.4000015259,36.2999992371,30.1000003815,93.8561096191,3.0729598999,47.9158630371
Scott,KS,,,7,5289,-9.3000001907,8.3999996185,7.8000001907,3099,13.8000001907,29267,4.1999998093,18.8999996185,56.2999992371,24.5,97.2584609985,0.0945358276,47.9296646118
Sedgwick,KS,9040,,417,403662,13.5,6.8000001907,4.5999999046,8399,22.2000007629,36194,0.6999999881,33.5999984741,40.5,25.2999992371,85.5103988647,8.9334640503,46.2203521729
Seward,KS,,,29,18743,9.6999998093,5.4000000954,4,7391,11.6000003815,29810,2.2000000477,21.8999996185,51.0999984741,26.7000007629,77.3355407715,5.9115405083,36.3122215271
Shawnee,KS,8440,,297,160976,5.5,7.1999998093,5.9000000954,8541,22.2999992371,35987,1,38.9000015259,35.7000007629,25.1000003815,87.7081069946,8.302479744,51.1219062805
Sheridan,KS,,,3,3043,-16.6000003815,9.1999998093,8.6999998093,1577,13.3000001907,25135,16.1000003815,21.2000007629,45.2000007629,33.4000015259,99.2113037109,0,53.7627334595
Sherman,KS,,,6,6926,-13,9.1999998093,7.5,4072,12.5,25770,7.4000000954,24.7000007629,49.7000007629,25.2999992371,94.8455123901,0.2454519272,47.3289070129
Smith,KS,,,5,5078,-22.2999992371,12.6999998093,15.1999998093,215,10,22261,20.3999996185,27.7000007629,43.2999992371,28.6000003815,99.7046051025,0.0787711665,56.1638450623
Stafford,KS,,,6,5365,-11,11.5,11.6999998093,2185,16.5,25000,10.3000001907,28.2000007629,38.5999984741,33,98.2479019165,0.1863932908,51.4445495605
Stanton,KS,,,3,2333,-0.400000006,5.8000001907,5.0999999046,468,16.8999996185,28993,12.8000001907,22.3999996185,55.7000007629,21.3999996185,86.3694839478,0.0857265294,42.7775382996
Stevens,KS,,,7,5048,8.6999998093,8.1000003815,6.1999998093,1810,14.1000003815,30462,6.5999999046,15.6999998093,56.7999992371,27.2000007629,90.1743240356,0.5150554776,49.068939209
Sumner,KS,,,22,25841,4.5999999046,8.6999998093,8,2778,11.3000001907,32772,9.8999996185,30.7999992371,35.2999992371,33.5,96.23853302,0.5417746902,44.8473358154
Thomas,KS,,,8,8258,-1.6000000238,8,6.5999999046,4185,15.6999998093,27470,9.6000003815,23.7999992371,47.0999984741,28.7999992371,98.1956863403,0.3511746228,47.5054473877
Trego,KS,,,4,3694,-15.6000003815,11.5,12.1999998093,1491,12.1000003815,25851,16.2000007629,31.7999992371,38,30,99.2961578369,0.054141853,51.7596092224
Wabaunsee,KS,,,8,6603,-6.6999998093,9.3999996185,8.1999998093,1273,12.6000003815,31802,18.2000007629,25.1000003815,37,37.2000007629,98.3340911865,0.6209298968,51.2797203064
Wallace,KS,,,2,1821,-11.1999998093,8.6000003815,7.8000001907,55,12.5,23950,19.3999996185,15.3999996185,63.7000007629,20.5,98.0230636597,0.3294892907,58.539264679
Washington,KS,,,7,7073,-21.3999996185,12,14.3000001907,1291,11.1999998093,24134,24,24.1000003815,47,28.5,99.6748199463,0.0565530881,52.3398857117
Wichita,KS,,,4,2758,-9.5,7.4000000954,7.6999998093,288,12.5,25288,15.1999998093,19.6000003815,55.4000015259,24.6000003815,89.0137786865,0.0362581573,44.5975341797
Wilson,KS,,,17,10289,-17.2000007629,11.1999998093,10.8000001907,1921,11.3999996185,23635,12.3999996185,28.7000007629,41.5,29.3999996185,98.6490402222,0.1943823546,45.0481109619
Woodson,KS,,,8,4116,-12.8999996185,13.3000001907,13.1000003815,1182,8.3999996185,24185,17,31.6000003815,35.5,32.4000015259,98.6151580811,0.3644315004,45.3352775574
Wyandotte,KS,3760,,1048,161993,-7.9000000954,7.4000000954,5.5999999046,11587,10.3000001907,28672,0.1000000015,56.2999992371,21.1000003815,22.2999992371,67.1189498901,27.4511852264,37.7380485535
Adair,KY,,,38,15360,2.4000000954,8.8999996185,6.8000001907,1551,7.4000000954,20163,20.1000003815,31.7999992371,58.2000007629,9.6000003815,96.69921875,2.98828125,41.8229179382
Allen,KY,,,43,14628,5.3000001907,9.1999998093,6.9000000954,706,4.5999999046,21635,13.3999996185,37.7000007629,50.7000007629,11.1999998093,98.6669387817,1.1279737949,37.0180473328
Anderson,KY,,,77,14571,24.2000007629,6.8000001907,5.5999999046,2875,9.8999996185,31054,8.8000001907,38.5,42.2000007629,18.7999992371,96.6920623779,2.9647929668,44.4169921875
Ballard,KY,,,31,7902,-10.8999996185,9.5,8.6000003815,1131,8.6999998093,24773,10,58.5,28.6000003815,12.8999996185,96.659072876,3.0372056961,49.1014938354
Barren,KY,,,70,34001,1.2000000477,8.6999998093,7.3000001907,1156,8.3000001907,23507,14.5,43.7999992371,42.0999984741,13.6999998093,94.7266235352,4.9410309792,38.1547584534
Bath,KY,,,35,9692,-1.7000000477,8,7.1999998093,1219,6.1999998093,20026,16.1000003815,53,29.8999996185,16.5,96.9149780273,2.8580272198,43.3759803772
Bell,KY,,,85,31506,-10.1999998093,7.6999998093,5.5,3862,9.3000001907,15840,0.3000000119,49.5999984741,38.9000015259,10.3000001907,97.0291366577,2.5518949032,36.7390327454
Boone,KY,1642,1640,256,57589,37.7000007629,5,3.2999999523,4345,15.3000001907,39000,2.2999999523,27.6000003815,52.2000007629,19.7999992371,98.484085083,0.6268558502,40.9366378784
Bourbon,KY,4280,,66,19236,-0.3000000119,7.8000001907,5.9000000954,2952,11.8000001907,26898,10.6999998093,41.7999992371,39.0999984741,18.6000003815,90.9960479736,8.6400499344,35.9742164612
Boyd,KY,3400,,320,51150,-7.6999998093,8.6999998093,6.0999999046,2961,11.8999996185,30241,0.400000006,49.5999984741,34.9000015259,15.1000003815,97.4604110718,2.0332355499,41.3431091309
Boyle,KY,,,143,25641,3.5,8.1999998093,6.3000001907,3352,14.3999996185,28168,6,42,43.2999992371,14.3999996185,90.0276870728,9.5316095352,36.1842346191
Bracken,KY,,,40,7766,4.1999998093,8.3999996185,7,358,6.5,24721,18.3999996185,42.9000015259,39.5999984741,17.1000003815,99.2789077759,0.6052021384,37.7543144226
Breathitt,KY,,,31,15703,-10.8999996185,6,4.9000000954,1359,8.6000003815,14908,3.4000000954,65.5,24.3999996185,9.6999998093,99.5796966553,0.2101509273,33.9807662964
Breckinridge,KY,,,29,16312,-2.0999999046,8.8999996185,6.1999998093,499,6.3000001907,21878,17.7999992371,44.4000015259,41.9000015259,13.5,96.0765075684,3.580186367,42.9928894043
Bullitt,KY,4520,,171,47567,18,4.4000000954,2.5,1836,6.3000001907,31658,1.1000000238,41.2999992371,40.7999992371,17.6000003815,99.1275482178,0.4330733418,39.8784866333
Butler,KY,,,27,11245,2.7000000477,8.1999998093,6.5999999046,1333,5.0999999046,20781,8.5,30.5,56.7999992371,12.3999996185,99.2085342407,0.4891062677,42.7389945984
Caldwell,KY,,,37,13232,-3.5,10.1000003815,8.8000001907,2288,8.1999998093,24033,7.1999998093,53.0999984741,34.7999992371,11.8999996185,93.8331298828,5.8267836571,42.7070732117
Calloway,KY,,,81,30735,4.1999998093,8.8999996185,7.1999998093,2603,19.3999996185,25012,6.0999999046,48.5,36.5,14.5,96.1704864502,3.1267285347,41.4511146545
Campbell,KY,1642,1640,561,83866,2.0999999046,7.5999999046,5.3000001907,3443,14.8999996185,34973,1.2000000477,32.5,49.9000015259,17.2000007629,98.4689865112,1.0147140026,39.1577033997
Carlisle,KY,,,27,5238,-4.4000000954,9.8999996185,8.8000001907,474,6.5999999046,24039,12.8999996185,54.2999992371,33.2000007629,12.1000003815,98.5872497559,1.050019145,48.5872459412
Carroll,KY,,,73,9292,2.7999999523,8.1999998093,5.6999998093,3248,10.6999998093,24164,9.5,56.5999984741,27.8999996185,15.1000003815,97.4709396362,2.1416273117,40.3142471313
Carter,KY,,,61,24340,-0.3000000119,7.1999998093,5.5,1199,7.5999999046,20826,7.4000000954,49.2999992371,38.5999984741,11.6000003815,99.7124099731,0.082169272,35.1684455872
Casey,KY,,,32,14211,-2.5,8.3999996185,6.6999998093,964,6.5,18176,18.8999996185,26.6000003815,62.5999984741,10.1999998093,99.2540969849,0.2603617013,37.3091278076
Christian,KY,1660,,94,68941,1.8999999762,5.4000000954,4.5,3761,10.3999996185,23838,3.2999999523,41.2000007629,47.5,11,71.7497558594,24.5557804108,23.6259994507
Clark,KY,4280,,118,29496,6.3000001907,7.1999998093,5.3000001907,3005,13,29089,5.5,42.5,40.2000007629,17,94.0466537476,5.4753189087,39.0459709167
Clay,KY,,,47,21746,-2.2000000477,6,4.5999999046,1744,7.4000000954,14721,5.5,27.1000003815,63.9000015259,8.6999998093,98.0824050903,1.5405131578,34.1534080505
Clinton,KY,,,47,9135,-1.2999999523,8.6000003815,6.6999998093,837,6.5999999046,14627,13.3000001907,28,63.7999992371,7.8000001907,99.8139038086,0.0656814426,48.5604820251
Crittenden,KY,,,26,9196,0.3000000119,9.3999996185,8.1999998093,1220,5.0999999046,23570,9.6000003815,45.5,41.2999992371,13,98.9234466553,0.8481948376,41.5397987366
Cumberland,KY,,,22,6784,-7.9000000954,9.6999998093,8.3999996185,761,6.0999999046,16084,13.3000001907,30,61,8.8000001907,95.2240600586,4.5253539085,45.1208724976
Daviess,KY,5990,,192,87189,3.2999999523,7.5,5.4000000954,3728,14.1000003815,29696,3.7000000477,44.9000015259,40.4000015259,13.8000001907,95.3881759644,4.1507530212,42.3551139832
Edmonson,KY,,,34,10357,3,8.1999998093,5.5,1802,5.4000000954,17295,12,36.0999984741,54.2000007629,9.6000003815,98.1461791992,1.6317466497,44.2695770264
Elliott,KY,,,28,6455,-5.1999998093,6.8000001907,5.6999998093,1230,5.5999999046,17134,13.8999996185,71.0999984741,17.6000003815,10.8000001907,99.9380340576,0.0154918665,39.1169624329
Estill,KY,,,60,14614,4.9000000954,7.4000000954,6.4000000954,1094,5.4000000954,19223,5.5,36.5,48.7000007629,14.6000003815,99.856300354,0.0547420271,34.4806365967
Fayette,KY,4280,,817,225366,13.8999996185,5.8000001907,4.0999999046,7653,30.6000003815,35936,0.5,40.0999984741,43.9000015259,14.8999996185,84.5060958862,13.3751316071,42.3905982971
Fleming,KY,,,36,12292,1.8999999762,8.5,7,848,8.6999998093,22564,19.5,44,39.7999992371,15.8999996185,98.1125946045,1.7572405338,41.775138855
Floyd,KY,,,112,43586,-9.6999998093,6.8000001907,4.6999998093,1610,7.4000000954,18270,0.200000003,71.5,19,9.1999998093,99.0111541748,0.7020602822,42.8440322876
Franklin,KY,,,212,43781,6.6999998093,7.1999998093,5,4337,21.2999992371,32953,3.7000000477,47.0999984741,36.0999984741,15.8999996185,91.6607666016,7.5466527939,48.036819458
Fulton,KY,,,38,8271,-10.3999996185,10.6000003815,9.8000001907,3349,10.3000001907,22592,4.6999998093,56.5999984741,33.5,9.6000003815,81.0059280396,18.5830001831,38.7377586365
Gallatin,KY,1642,1640,57,5393,17.2999992371,7,5.5,2632,5,25959,7.4000000954,50.2999992371,30,19.1000003815,97.9232330322,1.7244576216,43.1856117249
Garrard,KY,,,53,11579,11.8999996185,8.3999996185,7.0999999046,1792,6.3000001907,26250,15.6000003815,36.0999984741,49.2000007629,14.5,95.8545608521,3.9122550488,41.4284477234
Grant,KY,1642,1640,65,15737,27,6.8000001907,4.8000001907,2296,7.1999998093,28490,14.5,38.9000015259,39.4000015259,21.2999992371,99.5742492676,0.1715701818,34.2822647095
Graves,KY,,,61,33550,-0.5,9.8999996185,8.3999996185,2358,8.8000001907,26198,7.8000001907,52.2000007629,34.5999984741,12.6999998093,95.1922531128,4.5275707245,45.7257843018
Grayson,KY,,,43,21050,4.1999998093,8.5,6,1735,6.0999999046,20716,14.8000001907,34.2000007629,53.2999992371,11.6999998093,99.2874145508,0.3372921646,40.4133033752
Green,KY,,,36,10371,-6.3000001907,9.8999996185,8,890,6.8000001907,23079,24.1000003815,35.2999992371,54.2999992371,10,96.3070068359,3.3651528358,48.0763664246
Greenup,KY,3400,,107,36742,-5.0999999046,7.5999999046,4.5999999046,2045,11.1000003815,29054,3.7000000477,50,34.5,15.1999998093,99.1127319336,0.4000870883,39.2303085327
Hancock,KY,,,42,7864,1.8999999762,6.1999998093,4.1999998093,682,6.9000000954,30031,10,47.5,35,15.3000001907,98.3214645386,1.195320487,45.8418121338
Hardin,KY,,,134,89240,-5,4.5999999046,3.0999999046,2410,12.8999996185,27220,4,36.2999992371,47.4000015259,15.5,85.0717163086,11.1093683243,29.087852478
Harlan,KY,,,78,36574,-13.1999998093,7.5999999046,5.3000001907,1588,6.4000000954,18158,0.400000006,55.7000007629,32.5,11.3999996185,96.404548645,3.313829422,33.3652305603
Harrison,KY,,,53,16248,9.1000003815,8.1999998093,7.4000000954,1332,8.6000003815,26503,14,45.2000007629,34.7000007629,19.7999992371,96.6826705933,2.9480550289,38.0908432007
Hart,KY,,,37,14890,0.5,9.1999998093,6.0999999046,1480,5.1999998093,19587,20,48.7000007629,41,9.8999996185,92.5520477295,7.1658830643,39.3418388367
Henderson,KY,2440,,100,43044,7.1999998093,7.3000001907,5.5,6885,11.1000003815,30231,2.9000000954,51.2999992371,31.7999992371,16.6000003815,92.3566589355,7.088095665,37.4639892578
Henry,KY,,,47,12823,5.9000000954,8.1999998093,6,774,8.1999998093,26590,15.8999996185,54.4000015259,31.3999996185,13.8000001907,95.5704574585,4.1955862045,40.7003059387
Hickman,KY,,,23,5566,-9.3000001907,10.3999996185,10.5,838,7.5999999046,24647,14.8000001907,52.7000007629,35,12,90.7473983765,9.0370101929,44.1430130005
Hopkins,KY,,,84,46126,0.200000003,8.1000003815,6.5999999046,4022,9.6000003815,27089,2.2000000477,50.7000007629,34.4000015259,14.6000003815,92.8912124634,6.6274986267,38.0067634583
Jackson,KY,,,36,11955,2.7000000477,7.5,5.6999998093,780,4.9000000954,14767,11.3999996185,17.1000003815,75,7.5,99.8327026367,0.0167294014,37.9171905518
Jefferson,KY,4520,,1742,664937,-2,7.8000001907,5.5999999046,4844,19.2999992371,33226,0.1000000015,49.2999992371,37.5999984741,12.8999996185,81.8671569824,17.0595111847,46.5898284912
Jessamine,KY,4280,,187,30508,24.1000003815,5.1999998093,3.5,3384,19.1000003815,30488,4.9000000954,30.5,52.5,16.7000007629,95.9551620483,3.238494873,40.4451293945
Johnson,KY,,,90,23248,-3.2999999523,6.9000000954,4.9000000954,1234,9.3000001907,19114,1.5,43.5,42.7999992371,13.3000001907,99.419303894,0.1419477016,36.2869911194
Kenton,KY,1642,1640,883,142031,4.6999998093,6.6999998093,4.8000001907,4840,17,36148,0.5,30.7999992371,51.2999992371,17.6000003815,96.3515014648,2.9275298119,37.4108467102
Knott,KY,,,52,17906,1.6000000238,6.0999999046,4.4000000954,926,8.1999998093,15998,1,75.0999984741,17,7.5999999046,99.1790466309,0.6310733557,40.9248313904
Knox,KY,,,78,29676,0.400000006,7.3000001907,5.6999998093,1529,8,15412,1.8999999762,38.5,51,9.8999996185,98.6217803955,0.9805904031,33.1075630188
Larue,KY,,,45,11679,0,9,7.0999999046,1190,8.1000003815,26064,17.1000003815,44.4000015259,43.7000007629,11.8000001907,95.4705047607,4.187002182,42.2125167847
Laurel,KY,,,104,43438,16.1000003815,6.5999999046,4.8000001907,2146,8.1999998093,20977,4.9000000954,30.2999992371,57,12.3999996185,98.9203033447,0.5640223026,34.6470832825
Lawrence,KY,,,35,13998,4.1999998093,7.4000000954,5.5999999046,837,6.1999998093,18123,2.9000000954,47.5,41.2000007629,11,99.4856414795,0.1571653038,36.1265907288
Lee,KY,,,38,7422,1.7000000477,7.6999998093,6.6999998093,762,5.8000001907,14618,5,37,51.2000007629,11.3000001907,99.5553741455,0.3503098786,42.5491790771
Leslie,KY,,,34,13642,-7.8000001907,5.1999998093,4.0999999046,0,6.5999999046,16419,1.2000000477,32.2000007629,58.2999992371,9.1000003815,99.7727584839,0.0879636407,36.1823768616
Letcher,KY,,,80,27000,-11.8999996185,6.9000000954,4.8000001907,890,6.6999998093,18229,0.5,57.7000007629,29.7999992371,12,99.0259246826,0.7037037015,37.3703689575
Lewis,KY,,,27,13029,-10,7.8000001907,5.6999998093,914,6.6999998093,19591,12.3999996185,34.9000015259,50.7999992371,13.6999998093,99.5932159424,0.2072300315,37.6391143799
Lincoln,KY,,,61,20045,7.5,8.3000001907,5.9000000954,1144,6.1999998093,21239,17,42.5999984741,44.0999984741,12.8000001907,96.5078582764,3.0980293751,29.6632575989
Livingston,KY,,,29,9062,-0.6999999881,8.8999996185,6.5999999046,1555,5.4000000954,25807,7.3000001907,55.2999992371,31.1000003815,13.3999996185,99.5696334839,0.1544912755,47.583316803
Logan,KY,,,45,24416,3.2999999523,8.3999996185,6.6999998093,2195,8.1000003815,26170,12.6000003815,45.9000015259,41.9000015259,11.8000001907,91.0632400513,8.5394821167,36.2426261902
Lyon,KY,,,33,6624,9.8999996185,9.8000001907,7.9000000954,1678,9.1000003815,24940,6.5,58.5999984741,30.2999992371,10.8000001907,92.8894958496,6.5368356705,40.8061599731
McCracken,KY,,,254,62879,3.9000000954,9,7.1999998093,6159,14.3000001907,28476,1.8999999762,49.0999984741,39.2000007629,11.3000001907,89.3684692383,10.0510501862,43.1829376221
McCreary,KY,,,37,15603,1.7000000477,6.6999998093,4.5,897,4.5999999046,12223,0.6999999881,31.1000003815,57.7999992371,10,98.8015136719,0.7947189808,39.800037384
McLean,KY,,,38,9628,-4.3000001907,8.6999998093,7,516,6.5999999046,25386,11.1000003815,53.7999992371,32.7999992371,12.8000001907,99.4079742432,0.4777731597,42.8853340149
Madison,KY,4280,,135,57508,11.8000001907,5.9000000954,4.4000000954,3949,19.1000003815,27052,4.5999999046,40.2999992371,43.9000015259,15.3000001907,94.0756072998,5.0775542259,34.501285553
Magoffin,KY,,,43,13077,-1.1000000238,6,4.1999998093,1435,4.5999999046,13955,4.5999999046,57.0999984741,34.9000015259,7.6999998093,99.7858810425,0.030588055,43.6720962524
Marion,KY,,,48,16499,-7.3000001907,7,6,2840,6.4000000954,22656,16,53.7999992371,33.0999984741,12.6999998093,90.829750061,8.9156923294,38.3295974731
Marshall,KY,,,91,27205,8.6999998093,9.8999996185,7.4000000954,1850,9.6000003815,27131,4.8000001907,51.5999984741,34.2999992371,13.8999996185,99.5589065552,0.0367579497,46.8627090454
Martin,KY,,,56,12526,-7.8000001907,5.3000001907,3.4000000954,1513,6,18143,0.3000000119,41.9000015259,47.9000015259,9.6000003815,99.7844467163,0.0638671592,32.6920013428
Mason,KY,,,71,16666,-3.2000000477,9.1999998093,6.6999998093,3079,10.1999998093,24480,11.8000001907,44.0999984741,40.2999992371,15.1999998093,92.1396865845,7.6023039818,36.1754455566
Meade,KY,,,78,24170,5.9000000954,4.1999998093,2.7000000477,657,11,25437,7.6999998093,46,35.9000015259,17.6000003815,87.5217208862,9.8551921844,30.4716587067
Menifee,KY,,,25,5092,0.8999999762,7.5999999046,4.5999999046,1579,4.9000000954,16538,20.1000003815,61.0999984741,26,11.8000001907,97.9379425049,1.7085624933,42.1249008179
